Component,Document,Tag,URL,Agency
USCIS,Carolina EB-5 RTP Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Carolina_EB-5_RTP_Regional_Center_LLC.pdf,DHS
USCIS,Golden State Economic Development Fund LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Golden_State_Economic_Development_Fund_LLC.pdf,DHS
USCIS,E Development Corporation,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/E_Development_Corporation.pdf,DHS
USCIS,American Dream Fund San Francisco Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/American_Dream_Fund_San_Francisco_Regional_Center.pdf,DHS
USCIS,USHoldings Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/USHoldings_Regional_Center.pdf,DHS
USCIS,USFC-Texas LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/USFC-Texas_LLC.pdf,DHS
USCIS,Civitas Great Plains Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Great_Plains_Regional_Center.pdf,DHS
USCIS,Civitas Louisiana Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Louisiana_Regional_Center_LLC.pdf,DHS
USCIS,MAG Ventures One LLC Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/MAG_Ventures_One_LLC_Regional_Center.pdf,DHS
USCIS,Northern Mississippi Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Northern_Mississippi_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Colorado Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Colorado_Regional_Center_LLC.pdf,DHS
USCIS,Civitas Michigan Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Michigan_Regional_Center_LLC.pdf,DHS
USCIS,Civitas Alabama Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Alabama_Regional_Center_LLC.pdf,DHS
USCIS,Civitas Atlanta Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Atlanta_Regional_Center_LLC.pdf,DHS
USCIS,Civitas Illinois Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Illinois_Regional_Center_LLC.pdf,DHS
USCIS,Civitas Washington DC Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Washington_DC_Regional_Center.pdf,DHS
USCIS,The Mid American Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/The_Mid_American_Regional_Center_LLC.pdf,DHS
USCIS,Citizens Regional Center of Florida LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Citizens_Regional_Center_of_Florida_LLC.pdf,DHS
USCIS,Invest Midwest Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Invest_Midwest_Regional_Center.pdf,DHS
USCIS,Central Texas Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Central_Texas_Regional_Center_LLC.pdf,DHS
USCIS,Encore Pennsylvania Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Encore_Pennsylvania_Regional_Center_LLC.pdf,DHS
USCIS,L Global Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/L_Global_Regional_Center_LLC.pdf,DHS
USCIS,APIC Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/APIC_Regional_Center_LLC.pdf,DHS
USCIS,American Altin Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/American_Altin_Regional_Center_LLC.pdf,DHS
USCIS,Cal Pacific Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Cal_Pacific_Regional_Center_LLC.pdf,DHS
USCIS,Nevada Development Fund LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Nevada_Development_Fund_LLC.pdf,DHS
USCIS,RGV EB-5 Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/RGV_EB-5_Regional_Center.pdf,DHS
USCIS,Charter Square Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Charter_Square_Regional_Center_LLC.pdf,DHS
USCIS,Utah Invest Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Utah_Invest_Regional_Center_LLC.pdf,DHS
USCIS,Idaho State Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Idaho_State_Regional_Center_LLC.pdf,DHS
USCIS,Future Resources Inc,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Future_Resources_Inc.pdf,DHS
USCIS,Manchester Pacific Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Manchester_Pacific_Regional_Center_LLC.pdf,DHS
USCIS,White Lotus Group Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/White_Lotus_Group_Regional_Center_LLC.pdf,DHS
USCIS,Rota EB5 Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Rota_EB5_Regional_Center_LLC.pdf,DHS
USCIS,California Pacific Regional Center Inc,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/California_Pacific_Regional_Center_Inc.pdf,DHS
USCIS,Build America Capital Partners Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Build_America_Capital_Partners_Regional_Center.pdf,DHS
USCIS,AmerAsia EB5 Regional Center SF LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/AmerAsia_EB5_Regional_Center_SF_LLC.pdf,DHS
USCIS,Marianas EB5 Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Marianas_EB5_Regional_Center_LLC.pdf,DHS
USCIS,Encore Washington D.C. RC LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Encore_Washington_D.C._RC_LLC.pdf,DHS
USCIS,Colorado Headwaters Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Colorado_Headwaters_Regional_Center_LLC.pdf,DHS
USCIS,Colorado Growth Fund LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Colorado_Growth_Fund_LLC.pdf,DHS
USCIS,New England Center for Business Development LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/New_England_Center_for_Business_Development_LLC.pdf,DHS
USCIS,American VIP LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/American_VIP_LLC.pdf,DHS
USCIS,Tacoma EB5 Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Tacoma_EB5_Regional_Center_LLC.pdf,DHS
USCIS,Ohio Lakeside Regional Investment Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Ohio_Lakeside_Regional_Investment_Center.pdf,DHS
USCIS,Landy Resources Management LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Landy_Resources_Management_LLC.pdf,DHS
USCIS,ADC Colorado Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/ADC_Colorado_Regional_Center_LLC.pdf,DHS
USCIS,Liberty EB5 Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Liberty_EB5_Regional_Center_LLC.pdf,DHS
USCIS,Amaxi Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Amaxi_Regional_Center_LLC.pdf,DHS
USCIS,North Atlantic Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/North_Atlantic_Regional_Center_LLC.pdf,DHS
USCIS,Reside in America Puerto Rico LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Reside_in_America_Puerto_Rico_LLC.pdf,DHS
USCIS,Liongate Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Liongate_Regional_Center_LLC.pdf,DHS
USCIS,QueensFort Capital Texas Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/QueensFort_Capital_Texas_Regional_Center_LLC.pdf,DHS
USCIS,Global America Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Global_America_Regional_Center.pdf,DHS
USCIS,SPG Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/SPG_Regional_Center_LLC.pdf,DHS
USCIS,Washington Foreign Investment Management Group LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Washington_Foreign_Investment_Management_Group_LLC.pdf,DHS
USCIS,Commonwealth of Puerto Rico Regional Center Corporation,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Commonwealth_of_Puerto_Rico_Regional_Center_Corporation.pdf,DHS
USCIS,American General Realty Advisors Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/American_General_Realty_Advisors_Regional_Center.pdf,DHS
USCIS,LIGTT Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/LIGTT_Regional_Center_LLC.pdf,DHS
USCIS,Iowa Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Iowa_Regional_Center.pdf,DHS
USCIS,Encore S. CA Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Encore_S._CA_Regional_Center_LLC.pdf,DHS
USCIS,Encore Washington-Oregon Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Encore_Washington-Oregon_Regional_Center_LLC.pdf,DHS
USCIS,Encore Boston Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Encore_Boston_Regional_Center.pdf,DHS
USCIS,SAA Cedisus EB-5 Projects - SW Indiana Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/SAA_Cedisus_EB-5_Projects_-_SW_Indiana_Regional_Center_LLC.pdf,DHS
USCIS,Home Paradise Texas Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Home_Paradise_Texas_Regional_Center.pdf,DHS
USCIS,Greystone EB5 Southeast Regional Center LLC former name Greystone Florida Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Greystone_EB5_Southeast_Regional_Center_LLC_former_name_Greystone_Florida_Regional_Center_LLC.pdf,DHS
USCIS,Central California Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Central_California_Regional_Center_LLC.pdf,DHS
USCIS,QueensFort Capital California Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/QueensFort_Capital_California_Center_LLC.pdf,DHS
USCIS,California Bond Finance Regional Ctr LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/California_Bond_Finance_Regional_Ctr_LLC.pdf,DHS
USCIS,One World Development Fund Inc,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/One_World_Development_Fund_Inc.pdf,DHS
USCIS,Global Century Development Corp Houston Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Global_Century_Development_Corp_Houston_Regional_Center.pdf,DHS
USCIS,American Yiyo Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/American_Yiyo_Regional_Center.pdf,DHS
USCIS,New Energy Horizons Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/New_Energy_Horizons_Regional_Center_LLC.pdf,DHS
USCIS,Silver State Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Silver_State_Regional_Center_LLC.pdf,DHS
USCIS,Florida East Coast EB-5 Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Florida_East_Coast_EB-5_Regional_Center_LLC.pdf,DHS
USCIS,East Coast Renewable Energy Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/East_Coast_Renewable_Energy_Regional_Center_LLC.pdf,DHS
USCIS,Altura Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Altura_Regional_Center_LLC.pdf,DHS
USCIS,High Stone Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/High_Stone_Regional_Center_LLC.pdf,DHS
USCIS,American International Venture Fund Oregon LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/American_International_Venture_Fund_Oregon_LLC.pdf,DHS
USCIS,Cornerstone Regional Center Inc,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Cornerstone_Regional_Center_Inc.pdf,DHS
USCIS,TBC Washington DC Area Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/TBC_Washington_DC_Area_Regional_Center_LLC.pdf,DHS
USCIS,Encore Alabama-Florida Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Encore_Alabama-Florida_Regional_Center.pdf,DHS
USCIS,Midwest Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Midwest_Regional_Center.pdf,DHS
USCIS,Regional Economic Development Investment Group Inc,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Regional_Economic_Development_Investment_Group_Inc.pdf,DHS
USCIS,5 Starr Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/5_Starr_Regional_Center_LLC.pdf,DHS
USCIS,Pacific Northwest Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Pacific_Northwest_Regional_Center_LLC.pdf,DHS
USCIS,G.R.E.E.N. Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/G.R.E.E.N._Regional_Center_LLC.pdf,DHS
USCIS,Encore Raleigh-Durham Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Encore_Raleigh-Durham_Regional_Center.pdf,DHS
USCIS,BLMP Florida Healthcare Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/BLMP_Florida_Healthcare_Regional_Center_LLC.pdf,DHS
USCIS,QueensFort Capital Massachusetts Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/QueensFort_Capital_Massachusetts_Regional_Center_LLC.pdf,DHS
USCIS,South Pacific Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/South_Pacific_Regional_Center.pdf,DHS
USCIS,Michigan-Indiana EB-5 Regional Center Inc,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Michigan-Indiana_EB-5_Regional_Center_Inc.pdf,DHS
USCIS,QueensFort Capital New York-New Jersey Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/QueensFort_Capital_New_York-New_Jersey_Regional_Center_LLC.pdf,DHS
USCIS,Central Texas Properties Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Central_Texas_Properties_Regional_Center.pdf,DHS
USCIS,South Texas EB-5 Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/South_Texas_EB-5_Regional_Center_LLC.pdf,DHS
USCIS,American Pioneer Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/American_Pioneer_Regional_Center_LLC.pdf,DHS
USCIS,Pacific Viniculture,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Pacific_Viniculture.pdf,DHS
USCIS,ODI Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/ODI_Regional_Center_LLC.pdf,DHS
USCIS,California Investment Immigration Fund LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/California_Investment_Immigration_Fund_LLC.pdf,DHS
USCIS,Regency Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Regency_Regional_Center_LLC.pdf,DHS
USCIS,Chen Roberts Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Chen_Roberts_Regional_Center.pdf,DHS
USCIS,New Orleans Mayors Office of Economic Development Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/New_Orleans_Mayors_Office_of_Economic_Development_Regional_Center.pdf,DHS
USCIS,EB5 Memphis Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/EB5_Memphis_Regional_Center_LLC.pdf,DHS
USCIS,Omega Puerto Rico Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Omega_Puerto_Rico_Regional_Center_LLC.pdf,DHS
USCIS,Southwest Kansas Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Southwest_Kansas_Regional_Center_LLC.pdf,DHS
USCIS,Diversified Global Investment LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Diversified_Global_Investment_LLC.pdf,DHS
USCIS,Greater Houston Investment Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Greater_Houston_Investment_Center_LLC.pdf,DHS
USCIS,Lansing Economic Development Corporation Regional Center Termination Notice,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/notices/Lansing_Economic_Development_Corporation_Regional_Center_Termination_Notice.pdf,DHS
USCIS,Maryland Area Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Maryland_Area_Regional_Center_LLC.pdf,DHS
USCIS,Liberty South Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Liberty_South_Regional_Center.pdf,DHS
USCIS,Southeastern Higher Education Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Southeastern_Higher_Education_Regional_Center_LLC.pdf,DHS
USCIS,EB-5 Fund CA Inc,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/EB-5_Fund_CA_Inc.pdf,DHS
USCIS,EB-5 Regional Center Florida LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/EB-5_Regional_Center_Florida_LLC.pdf,DHS
USCIS,Florida East Coast Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Florida_East_Coast_Regional_Center.pdf,DHS
USCIS,America Development Investment Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/America_Development_Investment_Center_LLC.pdf,DHS
USCIS,Lakewood Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Lakewood_Regional_Center.pdf,DHS
USCIS,South East Los Angeles Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/South_East_Los_Angeles_Regional_Center.pdf,DHS
USCIS,California Development Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/California_Development_Regional_Center.pdf,DHS
USCIS,Charlotte Harbor Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Charlotte_Harbor_Regional_Center.pdf,DHS
USCIS,Global Medical Center of Southern California LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Global_Medical_Center_of_Southern_California_LLC.pdf,DHS
USCIS,California Economic Development Fund LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/California_Economic_Development_Fund_LLC.pdf,DHS
USCIS,California Blue Sky Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/California_Blue_Sky_Regional_Center_LLC.pdf,DHS
USCIS,Arundel Capital Partners LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Arundel_Capital_Partners_LLC.pdf,DHS
USCIS,Live in America - Nevada Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Nevada_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Indiana Michigan Ohio Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Indiana_Michigan_Ohio_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Chicago Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Chicago_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Boston Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Boston_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Midwest Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Midwest_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Georgia Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Georgia_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Louisiana Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Louisiana_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - U.S. Virgin Islands Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_U.S._Virgin_Islands_Regional_Center_LLC.pdf,DHS
USCIS,Live in America - Arizona Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Arizona_Regional_Center_LLC.pdf,DHS
USCIS,SoCal Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/SoCal_Regional_Center.pdf,DHS
USCIS,Live in America - Florida Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Live_in_America_-_Florida_Regional_Center_LLC.pdf,DHS
USCIS,IZON LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/IZON_LLC.pdf,DHS
USCIS,Americas Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Americas_Regional_Center_LLC.pdf,DHS
USCIS,First American Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/First_American_Regional_Center_LLC.pdf,DHS
USCIS,Illinois Valley Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Illinois_Valley_Regional_Center_LLC.pdf,DHS
USCIS,Civitas Rio Grande Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Civitas_Rio_Grande_Regional_Center_LLC.pdf,DHS
USCIS,Southern California Investment Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Southern_California_Investment_Center_LLC.pdf,DHS
USCIS,Powerdyne Regional Center LLC now Global Future City Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Powerdyne_Regional_Center_LLC_now_Global_Future_City_Regional_Center_LLC.pdf,DHS
USCIS,Anacostia Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Anacostia_Regional_Center.pdf,DHS
USCIS,Rosti Capital Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Rosti_Capital_Regional_Center.pdf,DHS
USCIS,AAA Florida Senior Living Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/AAA_Florida_Senior_Living_Regional_Center_LLC.pdf,DHS
USCIS,Allied Artists High Desert Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Allied_Artists_High_Desert_Regional_Center_LLC.pdf,DHS
USCIS,North Country EB-5 Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/North_Country_EB-5_Regional_Center_LLC.pdf,DHS
USCIS,Guam Strategic Development Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Guam_Strategic_Development_Regional_Center.pdf,DHS
USCIS,Tri Cities Investment District LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Tri_Cities_Investment_District_LLC.pdf,DHS
USCIS,Good Life EB5 Georgia Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Good_Life_EB5_Georgia_Regional_Center_LLC.pdf,DHS
USCIS,Prosperity Regional Center LLC formerly US Prosperity Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Prosperity_Regional_Center_LLC_formerly_US_Prosperity_Regional_Center_LLC.pdf,DHS
USCIS,Texas Mining and Resource Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Texas_Mining_and_Resource_Regional_Center_LLC.pdf,DHS
USCIS,Northeast Monument Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Northeast_Monument_Regional_Center_LLC.pdf,DHS
USCIS,ON Regional Center,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/ON_Regional_Center.pdf,DHS
USCIS,Las Vegas EB-5 Immigration LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/Las_Vegas_EB-5_Immigration_LLC.pdf,DHS
USCIS,JI Northern Nevada Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/JI_Northern_Nevada_Regional_Center_LLC.pdf,DHS
USCIS,CIG Regional Center LLC,EB-5 Regional Center Termination Notices,https://www.uscis.gov/sites/default/files/document/foia/CIG_Regional_Center_LLC.pdf,DHS
